durchgebrannt;Die Sicherung ist ___, weshalb wir jetzt keinen Strom mehr haben.;Предохранитель перегорел, поэтому у нас теперь нет электричества.;durchgedreht;durchgeschlafen;durchgemacht
planst;Was ___ du für deinen Geburtstag im nächsten Monat?;Что ты планируешь на свой день рождения в следующем месяце?;pflanzt;passt;plagst
Paranoia;Seine ständige Angst, verfolgt zu werden, ist reine ___.;Его постоянный страх преследования — это чистая паранойя.;Paradiese;Parallele;Paradoxie
Zivilisationen;Alte ___ wie die der Römer haben viele Spuren hinterlassen.;Древние цивилизации, такие как римляне, оставили много следов.;Zivilisten;Zitronen;Zinsen
abfeuern;Der Soldat durfte seine Waffe nicht ohne Befehl ___.;Солдату не разрешалось стрелять из своего оружия без приказа.;abfeiern;abfragen;abfüllen
erstmals;Sie wird morgen ___ in ihrem neuen Job arbeiten.;Завтра она впервые будет работать на своей новой работе.;erstens;ernsthaft;erstklassig
seufzen;Er musste tief ___, als er die schwere Aufgabe sah.;Ему пришлось глубоко вздохнуть, когда он увидел эту трудную задачу.;saugen;saufen;sehen
verübeln;Ich kann es ihm nicht ___, dass er nach dem Streit wütend war.;Я не могу винить его за то, что он разозлился после ссоры.;verüben;verlieben;verlieren
Erleuchtung;Nach stundenlangem Nachdenken hatte sie endlich eine ___.;После долгих часов раздумий на неё наконец снизошло озарение.;Erleichterung;Erlaubnis;Erledigung
erfolgreicher;Er ist ein ___ Geschäftsmann und leitet eine große Firma.;Он успешный бизнесмен и руководит крупной компанией.;erfreulicher;erforderlicher;erheblicher
schäm;Geh in dein Zimmer und ___ dich für das, was du getan hast!;Иди в свою комнату и постыдись того, что ты сделал!;schweig;schlaf;schwimm
irgendwoher;Dieses Lied kenne ich doch ___, aber mir fällt der Name nicht ein.;Я откуда-то знаю эту песню, но не могу вспомнить название.;irgendwohin;irgendwer;irgendwie
Unterhalt;Er muss jeden Monat ___ für seine Kinder zahlen.;Он должен каждый месяц платить алименты на своих детей.;Unterhaltung;Unterricht;Unterschied
Vormund;Da seine Eltern verstorben sind, wurde sein Onkel zum ___ bestellt.;Поскольку его родители умерли, его дядя был назначен опекуном.;Vorstand;Vorteil;Vorhang
Kommunist;Er las die Schriften von Marx und nannte sich selbst ein ___.;Он читал труды Маркса и называл себя коммунистом.;Kommissar;Komiker;Kompass
murmelt;Sie ___ leise vor sich hin, sodass niemand sie verstehen kann.;Она тихо бормочет себе под нос, так что никто не может её понять.;meint;muss;malt
Wohle;Wir handeln nur zum ___ der gesamten Familie.;Мы действуем только на благо всей семьи.;Wolle;Welle;Wunde
hinterlasse;Bitte ___ nach dem Signalton eine Nachricht auf dem Anrufbeantworter.;Пожалуйста, оставьте сообщение на автоответчике после звукового сигнала.;hinterlege;hinterziehe;hintergehe
wundervolles;Sie trug ein ___ Kleid, das allen Gästen sofort auffiel.;На ней было чудесное платье, которое сразу привлекло внимание всех гостей.;wunderliches;wunderbares;wundes
Feuerwehrmann;Mein Onkel arbeitet als ___ und rettet Menschen aus brennenden Häusern.;Мой дядя работает пожарным и спасает людей из горящих зданий.;Feuermelder;Feuerwerk;Feuerzeug
Kopfhörer;Ich setze meine ___ auf, um in der Bahn ungestört Musik zu hören.;Я надеваю наушники, чтобы спокойно слушать музыку в поезде.;Kopfschmerzen;Kopfball;Kopfkissen
Austern;Im teuren Restaurant bestellten sie frische ___ mit Zitrone.;В дорогом ресторане они заказали свежие устрицы с лимоном.;Ausreden;Ausnahmen;Ausgaben
Juwel;Dieser alte Ring ist ein echtes ___ aus dem letzten Jahrhundert.;Это старое кольцо — настоящая драгоценность прошлого века.;Jubel;Juli;Junge
abgefangen;Die geheime Nachricht wurde von der Polizei ___.;Секретное сообщение было перехвачено полицией.;abgefragt;abgefunden;abgefasst
zugreifen;Das Buffet ist eröffnet, bitte ___ Sie sofort!;Шведский стол открыт, пожалуйста, угощайтесь немедленно!;zuhören;zuschauen;zulassen
griechischen;Wir essen heute Abend in einem ___ Restaurant am Hafen.;Сегодня вечером мы ужинаем в греческом ресторане у порта.;grippalen;grünen;grauen
Gemahl;Die Königin erschien gemeinsam mit ihrem ___ auf dem Balkon.;Королева появилась на балконе вместе со своим супругом.;Gemälde;Gemüse;Gemach
Appartement;Sie hat ein kleines ___ mitten im Zentrum der Stadt gemietet.;Она сняла небольшие апартаменты прямо в центре города.;Apparat;Applaus;Apfel
Sekt;Um Mitternacht stießen alle mit einem Glas ___ auf das neue Jahr an.;В полночь все чокнулись бокалом шампанского за новый год.;Saft;Senf;Sand
zerstörten;Die ___ Gebäude mussten nach dem starken Sturm abgerissen werden.;Разрушенные здания пришлось снести после сильного шторма.;zerstreuten;zerrissenen;zerdrückten
Entschädigung;Für den verspäteten Flug forderte er eine finanzielle ___.;Он потребовал финансовую компенсацию за задержанный рейс.;Entscheidung;Entschuldigung;Entspannung
Reiz;Das Reisen in fremde Länder hat für mich einen besonderen ___.;Путешествие в чужие страны имеет для меня особое очарование.;Reis;Reif;Reim
längere;Für diese schwere Aufgabe brauchen wir eine ___ Pause.;Для этой сложной задачи нам нужен более длительный перерыв.;langsame;langweilige;laute
Expertin;Sie ist eine absolute ___ auf dem Gebiet der Biologie.;Она абсолютный эксперт в области биологии.;Laiin;Erbin;Echse
handle;Ich ___ so, wie es mir mein Gewissen vorschreibt.;Я действую так, как велит мне моя совесть.;hänge;hasse;halte
Gatte;Ihr ___ wartete bereits vor der Tür mit einem Blumenstrauß auf sie.;Её супруг уже ждал её перед дверью с букетом цветов.;Gast;Garten;Gitter
brummt;Der Kühlschrank in der Küche ___ die ganze Nacht.;Холодильник на кухне гудит всю ночь.;brennt;bringt;braucht
Schriften;Im Archiv fanden wir viele alte ___ aus dem Mittelalter.;В архиве мы нашли много старых рукописей из Средневековья.;Schritte;Schnitte;Schränke
Überblick;Von diesem Turm aus hat man einen guten ___ über die ganze Stadt.;С этой башни открывается хороший обзор на весь город.;Überfall;Übergang;Übersetzer
Lebensstil;Sein gesunder ___ beinhaltet viel Sport und gutes Essen.;Его здоровый образ жизни включает в себя много спорта и хорошую еду.;Lebenslauf;Lebensmittel;Lebensgefahr
eingetreten;Die Tür war verschlossen, also hat er sie einfach ___.;Дверь была заперта, поэтому он просто вышиб её.;eingeladen;eingepackt;eingekauft
vertauscht;Aus Versehen habe ich im Restaurant unsere Jacken ___.;По ошибке я перепутал наши куртки в ресторане.;verbraucht;verkauft;versteckt
Weltmeister;Die Mannschaft hat das Finale gewonnen und ist nun ___.;Команда выиграла финал и теперь является чемпионом мира.;Weltraum;Weltkrieg;Weltbild
Unterschiede;Es gibt große ___ zwischen diesen beiden Automodellen.;Между этими двумя моделями автомобилей есть большие различия.;Unterlagen;Unterschriften;Unterkünfte
Wesentliche;Wir müssen uns auf das ___ konzentrieren und Details weglassen.;Мы должны сосредоточиться на главном и опустить детали.;Wichtigste;Wöchentliche;Weibliche
gemischt;Ich habe die Karten gut ___, bevor wir das Spiel begannen.;Я хорошо перетасовал карты перед тем, как мы начали игру.;gemocht;gemacht;gemalt
Gruft;Die alte Königsfamilie wurde in einer dunklen ___ begraben.;Старая королевская семья была похоронена в темном склепе.;Griff;Grund;Gruß
Handbuch;Wenn du nicht weißt, wie das Gerät funktioniert, lies das ___.;Если ты не знаешь, как работает устройство, прочитай руководство.;Handtuch;Handwerk;Handy
heirateten;Die beiden ___ letztes Jahr im Sommer an einem schönen Strand.;Эти двое поженились прошлым летом на красивом пляже.;heulten;hasteten;heilten
lutschen;Die Kinder lieben es, an süßen Bonbons zu ___.;Дети любят сосать сладкие леденцы.;lügen;laufen;lachen
Milde;Der Richter zeigte ___ und gab ihm nur eine kurze Strafe.;Судья проявил снисхождение и дал ему лишь небольшой срок.;Milch;Mitte;Mütze
Formulare;Bitte füllen Sie diese ___ aus, bevor Sie zum Arzt gehen.;Пожалуйста, заполните эти формы перед тем, как идти к врачу.;Formeln;Formate;Formen
Perfektion;Ihr Kuchen war ein Meisterwerk und absolute ___.;Ее торт был шедевром и абсолютным совершенством.;Produktion;Portion;Position
haufenweise;Er hat ___ alte Zeitschriften im Keller gesammelt.;Он скопил кучу старых журналов в подвале.;hafenweise;beutelweise;kistenweise
scheppern;Wenn das Glas auf den Boden fällt, wird es laut ___.;Когда стекло упадет на пол, оно громко задребезжит.;schlafen;schneiden;schieben
wissenschaftlich;Die neue Theorie muss noch ___ bewiesen werden.;Новая теория еще должна быть научно доказана.;wirtschaftlich;wissentlich;wörtlich
Buben;Die kleinen ___ spielten den ganzen Nachmittag draußen mit dem Ball.;Маленькие мальчики весь день играли на улице с мячом.;Buden;Buchstaben;Bühnen
erweist;Sein Plan ___ sich als voller Erfolg.;Его план оказывается полным успехом.;erwartet;erwirbt;erwidert
