investieren;Wir wollen in dieses neue Projekt ___;Мы хотим инвестировать в этот новый проект;reduzieren;konsumieren;ignorieren
Website;Unsere neue ___ ist endlich online;Наш новый веб-сайт наконец-то онлайн;Straße;Zeitung;Maschine
vergangen;In den ___ Tagen hat es viel geregnet;В прошедшие дни было много дождя;kommenden;schnellen;lauten
verbringen;Wir werden unseren Urlaub am Meer ___;Мы проведем наш отпуск на море;vergessen;verlieren;Verstecken
zukünftig;Wir müssen ___ besser planen;В будущем мы должны планировать лучше;niemals;gestern;heimlich
ehemalig;Mein ___ Chef hat mir eine E-Mail geschrieben;Мой бывший начальник написал мне электронное письмо;zukünftiger;bester;lustiger
unauffällig;Der Spion verhielt sich sehr ___;Шпион вел себя очень незаметно;laut;bunt;riesig
gefälscht;Dieses Dokument ist offensichtlich ___;Этот документ явно поддельный;echt;Lecker;gesund
Anschuldigung;Diese ___ ist völlig aus der Luft gegriffen;Это обвинение абсолютно беспочвенно;Belohnung;Entschuldigung;Einladung
restlich;Die ___ Arbeit machen wir morgen;Оставшуюся работу мы сделаем завтра;gesamte;fehlende;schöne
Philosophie;Er studiert ___ an der Universität;Он изучает философию в университете;Chemie;Mathematik;Physik
programmieren;Ich lerne gerade, wie man Apps kann ___;Я сейчас учусь программировать приложения;kochen;Malen;Tanzen
feststellen;Der Arzt konnte keine Krankheit ___;Врач не смог выявить никакой болезни;Verstecken;vergessen;verlieren
fällig;Die Rechnung ist Ende des Monats ___;Счет подлежит оплате в конце месяца;kostenlos;günstig;teuer
Kneipe;Wir treffen uns heute Abend in der ___;Мы встречаемся сегодня вечером в пабе;Kirche;Schule;Apotheke
beenden;Ich muss dieses Projekt bis Freitag ___;Я должен завершить этот проект к пятнице;anfangen;vergessen;verlieren
fehlen;Mir ___ noch zwei Seiten in diesem Buch;Мне не хватает еще двух страниц в этой книге;reichen;passen;gefallen
vornehmen;Wir müssen eine Änderung an der Planung ___;Мы должны внести изменение в планирование;wegnehmen;abnehmen;mitnehmen
Sumpf;Wir stecken in einem tiefen ___;Мы застряли в глубоком болоте;Himmel;Berg;Wald
International;Das ist ein ___ bekanntes Unternehmen;Это всемирно известная компания;Lokal;Regional;National
liefern;Können Sie die Möbel auch nach Hause ___;Можете ли вы также доставить мебель на дом;abholen;kaufen;verkaufen
Wehen;Der Wind wird heute stark ___;Ветер сегодня будет дуть сильно;regnen;schneien;scheinen
Erstechen;Der Täter wollte sein Opfer mit einem Messer ___;Преступник хотел зарезать свою жертву ножом;erschießen;erschlagen;erwürgen
nördlich;Die Stadt liegt ___ der Berge;Город расположен к северу от гор;südlich;östlich;westlich
Körper;Sport ist sehr gesund für den ___;Спорт очень полезен для тела;Geist;Kopf;Arm
schlagen;Mein Herz fing an, schneller zu ___;Мое сердце начало биться быстрее;laufen;Schlafen;Singen
Entscheiden;Wir müssen uns heute für eine Farbe ___;Мы должны выбрать цвет сегодня;erinnern;gewöhnen;verlassen
sammeln;Die Kinder ___ am Strand Muscheln;Дети собирают ракушки на пляже;werfen;Essen;kaufen
Gegenzug;Im ___ erwarte ich deine Hilfe;Взамен я ожидаю твоей помощи;voraus;Hintergrund;Anfang
vorbereiten;Ich muss mich auf meine Prüfung ___;Я должен подготовиться к экзамену;freuen;verlassen;erinnern
Unterkunft;Wir suchen eine günstige ___ für die Nacht;Мы ищем недорогое жилье на ночь;Arbeit;Kleidung;Mahlzeit
freilassen;Die Polizei musste den Verdächtigen ___;Полиция должна была освободить подозреваемого;einsperren;verhaften;bestrafen
verlobte;Er hat seine ___ der Familie vorgestellt;Он представил свою невесту семье;Schwester;Tante;Cousine
Niere;Er hat eine seiner ___ gespendet;Он пожертвовал одну из своих почек;Leber;Lunge;Herz
kratzen;Die Katze wollte mich ___;Кошка хотела меня поцарапать;streicheln;füttern;rufen
Altar;Das Paar stand gemeinsam vor dem ___;Пара стояла вместе перед алтарем;Fenster;Tisch;Auto
erstaunt;Ich war über seine schnelle Antwort sehr ___;Я был очень удивлен его быстрым ответом;traurig;wütend;müde
Ausbruch;Der ___ des Vulkans war unerwartet;Извержение вулкана было неожиданным;Anfang;Ende;Besuch
Tuch;Sie wischte den Tisch mit einem feuchten ___ ab;Она вытерла стол влажной тряпкой;Buch;Brot;Glas
Fahne;Die ___ weht im Wind;Флаг развевается на ветру;Blume;Sonne;Wolke
Beleidigung;Das war eine schwere ___ für ihn;Это было серьезным оскорблением для него;Belohnung;Überraschung;Einladung
bedeuten;Was soll dieses Symbol ___;Что должен означать этот символ;Kosten;wiegen;schmecken
verhalten;Er hat sich in dieser Situation seltsam ___;Он вел себя странно в этой ситуации;verlaufen;versprochen;verkleidet
unheimlich;Dieses alte Haus ist mir wirklich ___;Этот старый дом мне действительно кажется жутким;gemütlich;Hell;freundlich
unsterblich;Die alten Götter galten als ___;Старые боги считались бессмертными;sterblich;schwach;Klein
evakuieren;Die Feuerwehr musste das gesamte Gebäude ___;Пожарные должны были эвакуировать все здание;renovieren;streichen;kaufen
produzieren;Die Fabrik wird neue Autos ___;Завод будет производить новые автомобили;reparieren;waschen;fahren
Nachfolger;Wir suchen einen ___ für den Chef;Мы ищем преемника для начальника;Vorgänger;Kunden;Nachbarn
Blick;Er warf einen kurzen ___ aus dem Fenster;Он бросил короткий взгляд из окна;Stein;Ball;Schuh
Vorschlag;Ich habe einen guten ___ für unser Projekt;У меня есть хорошее предложение для нашего проекта;Fehler;Befehl;Wunsch
Chauffeur;Der reiche Mann hat einen eigenen ___;У богатого человека есть собственный шофер;Koch;Gärtner;Lehrer
Ironie;Das Schicksal hat manchmal eine gewisse ___;У судьбы иногда есть определенная ирония;Logik;Regel;Ordnung
ausreichend;Haben wir ___ Essen für alle Gäste;У нас достаточно еды для всех гостей;wenig;kein;teures
Hit;Dieser neue Song ist ein absoluter ___;Эта новая песня - абсолютный хит;Fehler;Witz;Schmerz
anderthalb;Der Film dauert ___ Stunden;Фильм длится полтора часа;tausend;hundert;wenige
